
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
17:24:39.817 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=48s461ms863µs219ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=48s461ms863µs219ns).
17:25:42.906 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m1s459ms527µs502ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m1s459ms527µs502ns).
17:26:35.167 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=51s251ms298µs546ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=51s251ms298µs546ns).
17:27:40.656 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m5s508ms915µs71ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m5s508ms915µs71ns).
17:28:35.297 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=55s130ms633µs946ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=55s130ms633µs946ns).
17:29:40.336 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m5s318ms969µs139ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m5s318ms969µs139ns).
17:30:38.376 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=57s280ms180µs7ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=57s280ms180µs7ns).
17:31:23.308 WARN  [File:HikariPool.java] [Func:run] [Line:787] [Message:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=45s532ms160µs235ns).]- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=45s532ms160µs235ns).
02:37:54.998 INFO  [File:ExecutorConfigurationSupport.java] [Func:shutdown] [Line:218] [Message:Shutting down ExecutorService 'applicationTaskExecutor']- Shutting down ExecutorService 'applicationTaskExecutor'
02:37:55.006 INFO  [File:AbstractEntityManagerFactoryBean.java] [Func:destroy] [Line:651] [Message:Closing JPA EntityManagerFactory for persistence unit 'default']- Closing JPA EntityManagerFactory for persistence unit 'default'
02:37:55.026 INFO  [File:HikariDataSource.java] [Func:close] [Line:350] [Message:HikariPool-1 - Shutdown initiated...]- HikariPool-1 - Shutdown initiated...
02:38:03.777 INFO  [File:HikariDataSource.java] [Func:close] [Line:352] [Message:HikariPool-1 - Shutdown completed.]- HikariPool-1 - Shutdown completed.
